mu,omega,alpha1,beta1
-0.0025073837764362714,0.07102470168443899,0.16156466900136301,0.7840249841134509
-0.0010273475928901166,0.07421772117282191,0.16067672248136386,0.7840127796659089
-0.0038633154341054052,0.07465387751457575,0.16138326460477637,0.7818269851691175
-0.0038633154341054052,0.07465387751457575,0.16138326460477637,0.7818269851691175
-0.0038633154341054052,0.07465387751457575,0.16138326460477637,0.7818269851691175
-0.001546957435759574,0.0751182447704154,0.16119748944930407,0.7807310978021935
-0.001546957435759574,0.0751182447704154,0.16119748944930407,0.7807310978021935
-0.000899940321981922,0.07625367103578595,0.16003438684840618,0.7813509869416316
-0.0015170145889435794,0.0765321095409025,0.15969598479428765,0.7822047676778203
-0.0015170145889435794,0.0765321095409025,0.15969598479428765,0.7822047676778203
-0.0032215790660663117,0.07596014014615292,0.16125397193629737,0.7825665948930416
-0.002700846378557892,0.07581273602113248,0.1625998858745496,0.781580736976661
-0.0026278597006314567,0.07547423511855111,0.16306264265502157,0.7816268730066597
-0.0012457378368871319,0.07482399460779506,0.1621160339508699,0.7816443918827585
0.002011022559631089,0.0742384576792567,0.162414142601214,0.7807852185522169
0.002011022559631089,0.0742384576792567,0.162414142601214,0.7807852185522169
0.0007750340302416429,0.07242105969637594,0.16231050302305636,0.7826109671145737
0.0007750340302416429,0.07242105969637594,0.16231050302305636,0.7826109671145737
0.0010307286735127784,0.073266474425308,0.1603169882069472,0.7851579658333431
0.0010307286735127784,0.073266474425308,0.1603169882069472,0.7851579658333431
0.0010307286735127784,0.073266474425308,0.1603169882069472,0.7851579658333431
0.0004996618966317397,0.07394918419456219,0.15782392923897562,0.7845059386108344
-0.00019427871265896134,0.07355006756142815,0.1605070332889798,0.7845872077625403
-0.001532945827396887,0.0731876074263527,0.16122209403654675,0.7857601563586725
-0.0016211028520617427,0.07372060671988942,0.16257604571705755,0.7844632934586693
-0.0028688733034232684,0.07293582579103972,0.1641430844394465,0.7840781678598625
-0.0028688733034232684,0.07293582579103972,0.1641430844394465,0.7840781678598625
-0.0028688733034232684,0.07293582579103972,0.1641430844394465,0.7840781678598625
-0.0028688733034232684,0.07293582579103972,0.1641430844394465,0.7840781678598625
-0.0028688733034232684,0.07293582579103972,0.1641430844394465,0.7840781678598625
-0.0028688733034232684,0.07293582579103972,0.1641430844394465,0.7840781678598625
-0.0028688733034232684,0.07293582579103972,0.1641430844394465,0.7840781678598625
-0.0023358511908223834,0.07153493484328126,0.16271897659435594,0.7853338334281443
-0.0023358511908223834,0.07153493484328126,0.16271897659435594,0.7853338334281443
-0.0023358511908223834,0.07153493484328126,0.16271897659435594,0.7853338334281443
-0.0023358511908223834,0.07153493484328126,0.16271897659435594,0.7853338334281443
-0.0023358511908223834,0.07153493484328126,0.16271897659435594,0.7853338334281443
-0.00023698289202952767,0.07234675539496935,0.16264013100692779,0.7844523068170229
-0.0006034387437743826,0.07126627141832682,0.16416794030533813,0.7836197429210598
-0.0006034387437743826,0.07126627141832682,0.16416794030533813,0.7836197429210598
-0.0006034387437743826,0.07126627141832682,0.16416794030533813,0.7836197429210598
-0.0006034387437743826,0.07126627141832682,0.16416794030533813,0.7836197429210598
-0.0006034387437743826,0.07126627141832682,0.16416794030533813,0.7836197429210598
-0.0006034387437743826,0.07126627141832682,0.16416794030533813,0.7836197429210598
-0.0009135876741149084,0.07149233454163555,0.16279826259837632,0.7845529003235469
-6.545150906310201e-05,0.07126179325493787,0.16151759429142779,0.7864689528842307
-0.0007073143330081698,0.07050741347689422,0.16402346932621886,0.784291867914437
-0.0012007801470189788,0.07118570976754562,0.16251454742805932,0.7852877597393154
-0.0017096944408810863,0.0710384014928957,0.16158920969181415,0.7850510784587067
-0.003380331044960387,0.07154770809618319,0.16204384865779972,0.7857328886878545
-0.003380331044960387,0.07154770809618319,0.16204384865779972,0.7857328886878545
-0.003380331044960387,0.07154770809618319,0.16204384865779972,0.7857328886878545
-0.003380331044960387,0.07154770809618319,0.16204384865779972,0.7857328886878545
-0.003380331044960387,0.07154770809618319,0.16204384865779972,0.7857328886878545
-0.003380331044960387,0.07154770809618319,0.16204384865779972,0.7857328886878545
-0.003380331044960387,0.07154770809618319,0.16204384865779972,0.7857328886878545
-0.002746316507399794,0.07013115877950475,0.16125938057993675,0.7872188727726119
-0.0012292315509603274,0.07104695299500237,0.16125903708411052,0.787556941556075
-0.0009684493576320393,0.07049765815141558,0.16171216267048538,0.7853611342854024
-0.0022378874687446104,0.07068614833965953,0.16161874138902144,0.7865451081270406
-0.0022378874687446104,0.07068614833965953,0.16161874138902144,0.7865451081270406
-0.0022874636259721396,0.07023204260475416,0.161096825161391,0.7872096542605206
-0.0022874636259721396,0.07023204260475416,0.161096825161391,0.7872096542605206
-0.0022874636259721396,0.07023204260475416,0.161096825161391,0.7872096542605206
-0.0022874636259721396,0.07023204260475416,0.161096825161391,0.7872096542605206
-0.0022874636259721396,0.07023204260475416,0.161096825161391,0.7872096542605206
-0.0022874636259721396,0.07023204260475416,0.161096825161391,0.7872096542605206
-0.0015417352516174094,0.07217104713440897,0.16013730282830008,0.7858146937480419
-0.0020234515311485838,0.0711062353495548,0.16259174613562064,0.7847433086121562
-0.0020234515311485838,0.0711062353495548,0.16259174613562064,0.7847433086121562
-0.001008248202992647,0.07129572423379626,0.16238673450762092,0.7844552796836288
-0.001442549314536749,0.07205364288724536,0.16215287918481194,0.7846728164321546
-0.001442549314536749,0.07205364288724536,0.16215287918481194,0.7846728164321546
-0.001442549314536749,0.07205364288724536,0.16215287918481194,0.7846728164321546
-0.001442549314536749,0.07205364288724536,0.16215287918481194,0.7846728164321546
-0.001442549314536749,0.07205364288724536,0.16215287918481194,0.7846728164321546
-0.001442549314536749,0.07205364288724536,0.16215287918481194,0.7846728164321546
-0.001442549314536749,0.07205364288724536,0.16215287918481194,0.7846728164321546
-0.0004729634475706163,0.07142202430570045,0.16076964614941192,0.7857087219084237
-0.0004729634475706163,0.07142202430570045,0.16076964614941192,0.7857087219084237
-0.0004729634475706163,0.07142202430570045,0.16076964614941192,0.7857087219084237
